"","diet_analysis_id","world_country_description","wolf_population_description","wolf_subspecies_description","study_area","pack","latitude","longitude","source_id","analytical_method_description","identification_method_description","temporal_scale_description","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird","castor.sp","cervidae","domestic.ungulata","fish","garbage","lagomorpha","marmota.sp","mesomammals","micromammals","microrodents","other","other.domestic.ungulata","semiaquatic.rodentia","undefined.item","vegetable.fruit"
"480",480,"Kazakhstan","Asia","Canis lupus lupus","джунгарский Алатау",NA,44.997084,79.99884,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,4.5,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",481,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Белорусское Поозерье",NA,55,27,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,465,NA,NA,NA,NA,NA,NA,71.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1.3,NA,NA,7.9,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",482,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Мостовский район (Гродненская область)",NA,53.4,24.53333,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,112,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,39.4,NA,NA,8,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",483,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Полесье",NA,51.881655,29.17933,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,128,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,13.2,NA,NA,0,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",484,"Ukraine","Asia","Canis lupus lupus","юге Украины и в Молдавии",NA,47.54106,29.268035,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"cold season",NA,NA,NA,"1945-1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.9,NA,0.4,NA,NA,NA,45.3,NA,NA,NA,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,7.2,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",485,"Ukraine","Asia","Canis lupus lupus","юге Украины и в Молдавии",NA,47.54106,29.268035,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"warm season",NA,NA,NA,"1945-1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.7,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",486,"Russia","Asia","Canis lupus lupus","Якутии, Лено-Хатапгского",NA,72.997671,124.842034,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,1016,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,3.7,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",487,"Russia","Asia","Canis lupus lupus","Ненецкий округ",NA,67.776541,57.928601,3,"%FO (stomach)","identification through visual analysis","cold season",NA,114,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",488,"Russia","Asia","Canis lupus lupus","Ямало-Ненецкий округ",NA,66.033748,75.191157,3,"%FO (stomach)","identification through visual analysis","cold season",NA,33,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",489,"Russia","Asia","Canis lupus lupus","Гыдан",NA,70.818402,79.02777,3,"%FO (stomach)","identification through visual analysis","cold season",NA,71,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",490,"Russia","Asia","Canis lupus lupus","Таймырский округ",NA,73.702389,95.972006,3,"%FO (stomach)","identification through visual analysis","cold season",NA,66,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",491,"Kazakhstan","Asia","Canis lupus lupus","Алматинский заповедник",NA,43.1,77.316667,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1968-1969",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,12.4,NA,NA,68.7,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",492,"Russia","Asia","Canis lupus lupus","Башкирский заповедник, Башкортостан",NA,53.345556,57.777778,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1939-1971",32,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",493,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Березинский биосферный заповедник",NA,54.77,28.32,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1971-1976",6,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",494,"Russia","Asia","Canis lupus lupus","Darwin Reserve, Дарвинский заповедник",NA,58.58712,37.9888,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1948-1977",29,NA,NA,NA,99.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",495,"Russia","Asia","Canis lupus lupus","Ильменский заповедник",NA,55.015317,60.159108,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1942-1970",28,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",496,"Russia","Karelian (FIN)","Canis lupus lupus","Лапландский заповедник,",NA,67.816667,32.469444,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1956-1971",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",497,"Russia","Asia","Canis lupus lupus","Мордовский заповедник",NA,54.821111,43.340556,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1945-1978",33,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",498,"Russia","Asia","Canis lupus lupus","Окский заповедник",NA,54.75,40.75,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1945-1978",33,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",499,"Russia","Asia","Canis lupus lupus","Печоро-Илычский заповедник",NA,62.575,58.258333,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1956-1972",16,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",500,"Russia","Asia","Canis lupus lupus","Приморье и Приамурье (Amur)",NA,51.972628,135.12401,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1941-1968",27,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",501,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Припятский",NA,52.0161,28.0124,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1976-1979",3,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",502,"Russia","Asia","Canis lupus lupus","Саяно-Шушенский заповедник",NA,52.128924,91.792681,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1978-1980",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,4.5,NA,NA,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",503,"Russia","Asia","Canis lupus lupus","Тува",NA,51.783333,94.75,2,"%FO (carcass)","identification through visual analysis",NA,NA,NA,NA,"1979",1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,23.6,NA,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",504,"India","Asia","Canis lupus pallipes","Jawaharlal Nehru Bustard Sanctuary of Maharashtra, Nannaj",NA,17.826722,75.869694,2,"%FO (carcass)","identification through visual analysis",NA,NA,175,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",505,"India","Asia","Canis lupus pallipes","Rollapadu Wildlife Sanctuary,  Kurnool district of Andhra Pradesh",NA,15.732842,78.335539,2,"%FO (carcass)","identification through visual analysis",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",506,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Полесский государственный радиационно-экологический заповедник",NA,51.65,29.983333,3,"%FO (stomach)","identification through visual analysis",NA,NA,73,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",507,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Полесский государственный радиационно-экологический заповедник",NA,51.65,29.983333,4,"%FO (mix)",NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",508,"China","Asia","Canis lupus lupus","Xing'anling mountains",NA,52.496102,124.159614,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,NA,NA,"1992-1995",NA,NA,NA,NA,6.41,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",509,"Russia","Asia","Canis lupus lupus","Прибайкальского национального парка (Baikal National Park)",NA,51.853056,104.881944,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"winter",NA,92,NA,"1999-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,NA,NA,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",510,"Russia","Asia","Canis lupus lupus","Прибайкальского национального парка (Baikal National Park)",NA,51.853056,104.881944,4,"%FO (mix)",NA,"winter",NA,833,NA,"1995-2001",NA,NA,NA,NA,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,38.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",511,"Kazakhstan","Asia","Canis lupus lupus","Тарбагатай (горы)",NA,47.188333,82.466389,5,"%FO (item) - frequency of occurrence per food item (total sum is =100)","identification through visual analysis","cold season",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",512,"Kazakhstan","Asia","Canis lupus lupus","Тарбагатай (горы)",NA,47.188333,82.466389,5,"%FO (item) - frequency of occurrence per food item (total sum is =100)","identification through visual analysis","warm season",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",513,"Nepal","Asia","Canis lupus lupus","Trans Himalaya Dolpa, Nepal",NA,29.554723,82.842319,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,15,NA,"Jul2011-Oct2011",1,NA,15,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",514,"Nepal","Asia","Canis lupus lupus","Trans Himalaya Dolpa, Nepal",NA,29.554723,82.842319,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"warm season",NA,15,NA,"Jul2011-Oct2011",1,NA,15,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",515,"Italy","Alpine (FRA; ITA; CHE; AUT)","Canis lupus italicus","Alpi Marittime, provincia di Cuneo",NA,44.301783,71.54603,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,494,NA,"May1999-Dec2002",3,NA,164.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,2.7,NA,NA,NA,13.9,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1.5,NA,NA,NA,NA,NA,67.9,NA,0.8,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",516,"Italy","Alpine (FRA; ITA; CHE; AUT)","Canis lupus italicus","Alpi Marittime, provincia di Cuneo",NA,44.301783,71.54603,1,"%Bio - Biomass ingested",NA,"year",NA,494,NA,"May1999-Dec2002",3,NA,164.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,2.1,NA,NA,NA,13.9,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,1.7,NA,NA,NA,NA,NA,71.3,NA,0.3,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",517,"Italy","Alpine (FRA; ITA; CHE; AUT)","Canis lupus italicus","Alpi Marittime, provincia di Cuneo",NA,44.301783,71.54603,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,494,NA,"May1999-Dec2002",3,NA,164.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,2.1,NA,NA,NA,12.6,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,1.3,NA,NA,NA,NA,NA,71.2,NA,0.6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
